repaymentId,loanAccountNo,customerId,customerName,mobileNumber,email,branchCode,ifscCode,paymentMode,amount,penaltyAmount,totalAmount,status,paymentDate,dueDate,referenceNumber,remarks
RPY001379,LN874043,CUST90859,Raksha Mangat,8328654617,oscarshan@example.net,BR344,SBIN0254470,NETBANKING,22673.55,61.71,22735.26,REVERSED,2026-03-24,2026-03-11,REF48846485,
RPY001380,LN117896,CUST47651,Saanvi Bose,7497838401,krishanadkarni@example.net,BR149,SBIN0310239,UPI,34366.13,1427.15,35793.28,INVALID,2026-03-03,2026-02-09,REF74874447,Manual verification required
RPY001381,LN595075,CUST66896,Balveer Patla,6349738315,cchadha@example.com,BR100,SBIN0281869,CHEQUE,24567.44,38.29,24605.73,REVERSED,2026-06-12,2026-06-01,REF50820124,Auto-debit processed
RPY001382,LN575150,CUST29123,Madhavi Bhagat,7331014434,brijeshbahri@example.net,BR393,SBIN0601309,NEFT,42070.1,320.52,42390.62,REVERSED,2026-03-15,2026-02-11,REF94274293,Customer requested reversal
RPY001383,LN180804,CUST43154,Rajata Bala,7680420364,natarajanabhimanyu@example.org,BR776,SBIN0834878,UPI,19229.18,742.01,19971.19,FAILED,2026-04-05,2026-03-07,REF72629492,Delayed payment
RPY001384,LN999566,CUST97809,Ubika Iyer,8836314426,ranveer11@example.net,BR188,SBIN0521732,IMPS,46322.68,1174.59,47497.27,SUCCESS,2026-04-13,2026-03-26,REF69801243,Payment received successfully
RPY001385,LN155902,CUST41785,Zayyan De,7574277507,khoslahitesh@example.net,BR442,SBIN0650536,IMPS,1063.64,1934.78,2998.42,SUCCESS,2026-01-22,2026-01-15,REF22664258,Manual verification required
RPY001386,LN857099,CUST87066,Xiti Savant,6896439018,ridhikala@example.com,BR813,SBIN0400654,NEFT,36324.08,1495.19,37819.27,REVERSED,2026-02-21,2026-01-08,REF60129108,Manual verification required
RPY001387,LN895255,CUST13565,Tristan Ramakrishnan,6052214635,dvirk@example.com,BR591,SBIN0686559,CASH,46646.73,860.77,47507.5,SUCCESS,2026-01-20,2025-12-24,REF98880010,Auto-debit processed
RPY001388,LN669517,CUST19586,Ishanvi Parmar,8187988166,indiranazareth@example.net,BR335,SBIN0212267,UPI,4635.27,947.12,5582.39,SUCCESS,2026-03-31,2026-02-15,REF78597506,Customer requested reversal
RPY001389,LN488258,CUST34616,Xalak Agarwal,8558016860,nagiaarnav@example.com,BR129,SBIN0755500,IMPS,15400.86,616.79,16017.65,REVERSED,2026-01-25,2026-01-13,REF22600702,Auto-debit processed
RPY001390,LN445974,CUST61291,Dalaja Uppal,6670199967,kbali@example.com,BR434,SBIN0787542,NEFT,49595.33,1989.35,51584.68,FAILED,2026-02-05,2026-01-29,REF31398878,Manual verification required
RPY001391,LN362892,CUST88905,Baghyawati Sankaran,8419978497,samarth82@example.org,BR458,SBIN0759532,NETBANKING,10157.69,242.95,10400.64,FAILED,2026-01-30,2026-01-10,REF58529723,Transaction failed at gateway
RPY001392,LN532490,CUST51672,Manan Mangal,8768784293,nathanganguly@example.net,BR162,SBIN0805877,CHEQUE,38612.06,1210.24,39822.3,FAILED,2026-04-01,2026-03-27,REF81974285,
RPY001393,LN526904,CUST31878,Anay Dhingra,9508242051,urmisandhu@example.com,BR254,SBIN0514573,CASH,15394.96,44.98,15439.94,SUCCESS,2026-03-04,2026-02-09,REF21177169,
RPY001394,LN624922,CUST83109,Quincy Hayer,7702851488,pushti28@example.org,BR638,SBIN0102211,NETBANKING,43730.43,388.25,44118.68,SUCCESS,2026-02-15,2026-01-23,REF43507290,
RPY001395,LN256329,CUST45321,Mitali Sharaf,9500145639,vsrinivasan@example.net,BR948,SBIN0749642,IMPS,11896.06,510.25,12406.31,PENDING,2026-04-04,2026-02-25,REF35194782,Manual verification required
RPY001396,LN104762,CUST79092,Yashodhara Das,8704849114,lila64@example.com,BR469,SBIN0925678,NEFT,22921.38,1771.43,24692.81,INVALID,2026-01-16,2025-12-21,REF63637607,Manual verification required
RPY001397,LN158548,CUST64287,Alka Acharya,7692067078,benjaminmammen@example.com,BR170,SBIN0233789,UPI,8537.59,1967.32,10504.91,PENDING,2026-03-27,2026-03-16,REF49117345,Delayed payment
RPY001398,LN778673,CUST64758,Bhanumati Chana,9840506187,krishnanvasudha@example.org,BR491,SBIN0972794,NETBANKING,36178.6,689.5,36868.1,FAILED,2026-01-30,2025-12-21,REF50306096,Customer requested reversal
RPY001399,LN731239,CUST47836,Watika Chaudhuri,6164858793,lsaini@example.org,BR564,SBIN0222400,NETBANKING,2219.49,1002.98,3222.47,INVALID,2026-04-30,2026-04-09,REF30412737,Payment received successfully
RPY001400,LN487961,CUST76702,Brijesh Chawla,6785964587,vidhiom@example.net,BR505,SBIN0175247,NEFT,42176.38,879.3,43055.68,SUCCESS,2026-03-01,2026-01-31,REF72294112,Payment received successfully
RPY001401,LN217666,CUST80036,Jagvi Singh,6007124978,voraurmi@example.net,BR192,SBIN0643572,NEFT,44306.42,1984.02,46290.44,REVERSED,2026-03-02,2026-02-16,REF16104786,Auto-debit processed
RPY001402,LN543751,CUST55924,Nirja Mangat,6243631170,kdeo@example.net,BR258,SBIN0655950,NEFT,10204.63,348.89,10553.52,PENDING,2026-05-10,2026-03-29,REF15520833,Delayed payment
RPY001403,LN299754,CUST24462,Yutika Golla,7430791451,kundaindira@example.org,BR636,SBIN0923175,NETBANKING,46977.59,513.4,47490.99,INVALID,2026-01-01,2025-12-22,REF71306026,Manual verification required
RPY001404,LN108360,CUST49651,Chaaya Sarna,6637029948,tandononveer@example.net,BR800,SBIN0431835,UPI,8442.26,43.85,8486.11,INVALID,2026-04-12,2026-03-14,REF71002574,Customer requested reversal
RPY001405,LN108451,CUST74364,Vaishnavi Jha,6344558752,puribalhaar@example.org,BR904,SBIN0247167,NEFT,2869.45,125.59,2995.04,SUCCESS,2026-06-01,2026-05-28,REF42376027,Manual verification required
RPY001406,LN316511,CUST32310,Ekbal Agarwal,6646327854,mitralila@example.com,BR885,SBIN0817693,CASH,13455.19,1284.66,14739.85,PENDING,2026-02-27,2026-02-13,REF59578123,Delayed payment
RPY001407,LN251013,CUST55214,Ishani Narasimhan,8171492894,leena75@example.net,BR182,SBIN0639434,UPI,43955.91,671.13,44627.04,INVALID,2026-01-11,2026-01-05,REF60766987,Manual verification required
RPY001408,LN998846,CUST46718,Kevin Dutt,9524702107,zaid74@example.net,BR456,SBIN0567922,NEFT,6657.53,111.67,6769.2,INVALID,2026-06-14,2026-05-06,REF83109086,Delayed payment
RPY001409,LN262020,CUST44150,Ekaraj Shenoy,7882134255,kadegirish@example.net,BR636,SBIN0386532,NETBANKING,16174.3,972.63,17146.93,PENDING,2026-04-03,2026-03-10,REF24357918,
RPY001410,LN489620,CUST34923,Pavani Chada,6004544241,ekanshgola@example.net,BR680,SBIN0299176,NETBANKING,592.05,423.54,1015.59,PENDING,2026-02-16,2026-02-03,REF96535244,Manual verification required
RPY001411,LN824084,CUST83253,Amrita Chand,6927843631,kalatara@example.com,BR767,SBIN0485559,IMPS,33567.55,1753.95,35321.5,INVALID,2026-06-19,2026-05-10,REF21665044,Manual verification required
RPY001412,LN126820,CUST90141,Harinakshi Deo,9445176615,llall@example.net,BR421,SBIN0806658,CASH,7016.46,618.93,7635.39,PENDING,2026-02-12,2026-02-02,REF85897428,Payment received successfully
RPY001413,LN303550,CUST37655,Qasim Bhavsar,7701899304,sundaramnaksh@example.org,BR324,SBIN0251189,UPI,22687.67,518.39,23206.06,INVALID,2026-05-27,2026-05-23,REF87614661,Auto-debit processed
RPY001414,LN584862,CUST58231,Tanay Ranganathan,7701590091,barkhabassi@example.net,BR829,SBIN0340609,NEFT,10310.92,1512.5,11823.42,FAILED,2026-03-30,2026-03-18,REF45098380,
RPY001415,LN971657,CUST48645,Ojasvi Lal,8915447889,panini95@example.net,BR790,SBIN0949716,NETBANKING,27537.87,1754.73,29292.6,FAILED,2026-02-05,2026-01-04,REF75775482,Auto-debit processed
RPY001416,LN567683,CUST17586,Upadhriti Boase,7011579353,ekarajpai@example.org,BR657,SBIN0263192,UPI,26219.87,429.74,26649.61,PENDING,2026-04-03,2026-03-20,REF17664547,Delayed payment
RPY001417,LN358266,CUST10752,Ranveer Tandon,9151881159,vchoudhry@example.net,BR242,SBIN0807492,CHEQUE,7706.24,496.02,8202.26,SUCCESS,2026-04-08,2026-03-18,REF76638877,Delayed payment
RPY001418,LN553253,CUST22840,Abdul Bawa,9028399533,balaunnati@example.net,BR158,SBIN0837164,NEFT,33415.07,115.85,33530.92,SUCCESS,2026-05-31,2026-05-18,REF37766926,Customer requested reversal
RPY001419,LN211226,CUST38923,Bhavika Suri,9338346446,nsani@example.net,BR676,SBIN0139500,CHEQUE,46978.09,278.81,47256.9,INVALID,2026-03-29,2026-02-16,REF41258665,Transaction failed at gateway
RPY001420,LN159055,CUST64799,Michael Walla,9145242058,srivastavaandrew@example.org,BR479,SBIN0980064,UPI,10442.37,1549.97,11992.34,SUCCESS,2026-06-07,2026-05-14,REF61775530,Auto-debit processed
RPY001421,LN800727,CUST44656,Tanvi Chaudhuri,6325298263,rsule@example.org,BR464,SBIN0838607,UPI,33061.17,1765.19,34826.36,INVALID,2026-01-05,2025-12-27,REF65177436,Delayed payment
RPY001422,LN642879,CUST69968,Devika Bhakta,9497722314,ikshitaramaswamy@example.com,BR623,SBIN0221528,NEFT,33333.99,1587.83,34921.82,PENDING,2026-04-13,2026-03-18,REF84548608,Transaction failed at gateway
RPY001423,LN774189,CUST44226,Oeshi Shukla,9722250206,netrasankar@example.com,BR193,SBIN0699246,IMPS,36173.77,1896.04,38069.81,PENDING,2026-06-03,2026-05-24,REF86807051,Delayed payment
RPY001424,LN510724,CUST49243,Jatin Banerjee,9067445943,pallavishroff@example.net,BR371,SBIN0199941,UPI,14999.69,1507.51,16507.2,SUCCESS,2026-04-21,2026-04-11,REF54302230,
RPY001425,LN117165,CUST83237,Siddharth Vasa,8853289049,amruta96@example.org,BR365,SBIN0534112,NEFT,15213.35,1575.81,16789.16,FAILED,2026-05-06,2026-04-06,REF95383213,Payment received successfully
RPY001426,LN693781,CUST87581,Urmi Chowdhury,6550903051,yagneshmaster@example.com,BR989,SBIN0163906,NETBANKING,34740.06,1794.1,36534.16,FAILED,2026-03-23,2026-02-15,REF97015783,Manual verification required
RPY001427,LN280611,CUST39632,Varsha Bandi,8063767686,pbasu@example.net,BR318,SBIN0663810,CASH,49625.06,196.47,49821.53,INVALID,2026-02-22,2026-02-20,REF89351196,Transaction failed at gateway
RPY001428,LN201169,CUST55276,Yashasvi Mitra,9935917783,shivanshjoshi@example.org,BR629,SBIN0511602,CHEQUE,48571.16,1619.17,50190.33,INVALID,2026-02-13,2026-01-26,REF95024949,Customer requested reversal
RPY001429,LN694678,CUST83771,Anita Boase,7022733477,rramachandran@example.org,BR419,SBIN0400411,IMPS,33746.56,1339.68,35086.24,INVALID,2026-03-16,2026-02-13,REF81905790,Auto-debit processed
RPY001430,LN205148,CUST40677,Kavya Merchant,8722674219,tejas51@example.net,BR410,SBIN0400405,NETBANKING,31332.5,1904.67,33237.17,INVALID,2026-06-19,2026-06-03,REF32461787,Auto-debit processed
RPY001431,LN738486,CUST77233,Imaran Sule,7217696090,rajatasarna@example.com,BR715,SBIN0838247,IMPS,3571.63,259.82,3831.45,REVERSED,2026-06-03,2026-05-12,REF50300865,Transaction failed at gateway
RPY001432,LN933075,CUST11172,Vritti Badal,8926911131,kalpit60@example.com,BR630,SBIN0505971,NEFT,12540.18,151.82,12692.0,INVALID,2026-01-21,2026-01-08,REF40358816,Auto-debit processed
RPY001433,LN720811,CUST68570,Daksh Nayak,9903816697,tjain@example.com,BR214,SBIN0916420,NETBANKING,15413.14,1408.6,16821.74,PENDING,2026-05-28,2026-05-17,REF82045131,
RPY001434,LN919531,CUST14731,Jason Dar,9535257596,charanchaudry@example.com,BR594,SBIN0921557,IMPS,12791.11,912.02,13703.13,PENDING,2026-06-13,2026-05-06,REF13812283,Auto-debit processed
RPY001435,LN246935,CUST22094,Arunima Raju,6200700735,bbassi@example.org,BR594,SBIN0618505,UPI,41642.5,930.38,42572.88,FAILED,2026-01-19,2026-01-09,REF10663492,
RPY001436,LN905557,CUST54411,Arjun Bawa,9637826617,aayush78@example.org,BR167,SBIN0853059,CHEQUE,11805.33,1166.22,12971.55,REVERSED,2026-04-17,2026-03-21,REF30727201,Transaction failed at gateway
RPY001437,LN892828,CUST80708,Aayush Sha,8464330601,mbala@example.org,BR825,SBIN0443687,NEFT,31351.87,1544.68,32896.55,REVERSED,2026-02-13,2026-01-19,REF66420549,Transaction failed at gateway
RPY001438,LN688390,CUST93212,Anjali Sengupta,7608926537,sarindakshesh@example.com,BR449,SBIN0472856,CASH,30170.47,1751.17,31921.64,REVERSED,2026-05-15,2026-04-18,REF83755696,Manual verification required
RPY001439,LN362481,CUST20528,Wyatt Singh,6956514226,gbhargava@example.org,BR848,SBIN0792840,NETBANKING,14281.55,1970.8,16252.35,REVERSED,2026-02-09,2025-12-28,REF49595802,Transaction failed at gateway
RPY001440,LN796960,CUST74737,Ayushman Kakar,7174366606,sudiksha08@example.net,BR585,SBIN0784714,CHEQUE,26808.62,1273.51,28082.13,FAILED,2026-03-29,2026-02-15,REF98333319,Delayed payment
RPY001441,LN933955,CUST77244,Krish Mistry,7899402050,ldave@example.org,BR304,SBIN0468724,CHEQUE,16386.42,959.46,17345.88,SUCCESS,2026-04-11,2026-02-28,REF99361336,Manual verification required
RPY001442,LN236825,CUST52585,Urishilla Sen,8805307813,dnarang@example.org,BR786,SBIN0456895,IMPS,38122.86,1082.35,39205.21,PENDING,2026-04-25,2026-03-13,REF72474731,Auto-debit processed
RPY001443,LN594255,CUST68690,Bahadurjit Krish,8324650741,subramaniambhavani@example.com,BR336,SBIN0101692,NETBANKING,28413.95,681.0,29094.95,REVERSED,2026-01-20,2026-01-17,REF16366258,Manual verification required
RPY001444,LN101444,CUST46832,Saumya Kibe,9038558265,kundaaradhana@example.com,BR446,SBIN0746965,CHEQUE,34670.3,1383.81,36054.11,PENDING,2026-02-21,2026-02-20,REF24592206,Delayed payment
RPY001445,LN270656,CUST47983,Mitali Sehgal,9893848373,rbhavsar@example.net,BR123,SBIN0163771,CASH,48712.06,327.85,49039.91,REVERSED,2026-01-23,2025-12-10,REF50640094,
RPY001446,LN756740,CUST96892,Urvi Yohannan,7555032388,saxenadeepa@example.net,BR247,SBIN0341126,CHEQUE,4432.4,1144.52,5576.92,REVERSED,2026-06-10,2026-05-20,REF18040883,Payment received successfully
RPY001447,LN603150,CUST60517,Anamika Chatterjee,7909943004,advaith23@example.net,BR434,SBIN0957218,NEFT,49401.03,843.51,50244.54,FAILED,2026-04-23,2026-04-16,REF37090756,Transaction failed at gateway
RPY001448,LN336911,CUST13628,Tanveer Loke,6625677137,gde@example.com,BR513,SBIN0714630,UPI,17951.11,389.36,18340.47,FAILED,2026-05-26,2026-04-21,REF96511205,Auto-debit processed
RPY001449,LN144725,CUST62404,Arya Halder,6749806266,dvyas@example.com,BR730,SBIN0643285,CASH,43700.9,1278.27,44979.17,PENDING,2026-04-16,2026-03-19,REF18145983,Transaction failed at gateway
RPY001450,LN165678,CUST36258,Rajeshri Bakshi,8849884118,ekhare@example.net,BR568,SBIN0600797,NEFT,30801.46,1423.23,32224.69,REVERSED,2026-03-13,2026-02-21,REF78954546,Delayed payment
RPY001451,LN596578,CUST70058,Ishaan Raval,6481662376,jalsabajaj@example.net,BR803,SBIN0943470,UPI,31766.3,993.41,32759.71,INVALID,2026-03-01,2026-01-31,REF82598135,Auto-debit processed
RPY001452,LN964736,CUST98429,Yamini Batta,8147892607,sunderdamyanti@example.com,BR288,SBIN0566219,CASH,13123.02,1914.54,15037.56,FAILED,2026-02-05,2026-01-06,REF75164845,Auto-debit processed
RPY001453,LN506037,CUST91215,Wyatt Tiwari,7638175446,settyjairaj@example.org,BR987,SBIN0637774,CASH,1751.93,98.07,1850.0,FAILED,2026-06-11,2026-06-05,REF54485118,Transaction failed at gateway
RPY001454,LN542585,CUST84487,Lekha Sibal,7400935495,jayaramandeepa@example.org,BR992,SBIN0323906,IMPS,32950.68,515.5,33466.18,REVERSED,2026-03-31,2026-03-06,REF54122742,Manual verification required
RPY001455,LN847507,CUST48076,Rachit Dyal,9867922423,gchander@example.com,BR936,SBIN0415762,CHEQUE,19108.17,415.54,19523.71,SUCCESS,2026-05-11,2026-04-14,REF82154306,Auto-debit processed
RPY001456,LN965327,CUST76798,Mitali Bobal,9619469589,voraforum@example.net,BR203,SBIN0308278,IMPS,14316.64,1260.33,15576.97,FAILED,2026-05-09,2026-03-25,REF88941532,Transaction failed at gateway
RPY001457,LN942598,CUST27962,Agastya Shere,6251213819,periwidisha@example.net,BR320,SBIN0882142,CHEQUE,29258.46,985.25,30243.71,REVERSED,2026-05-12,2026-04-18,REF82245588,Customer requested reversal
RPY001458,LN297661,CUST26981,Zehaan Kumer,9362720094,modidavid@example.org,BR826,SBIN0531750,IMPS,33616.63,602.93,34219.56,FAILED,2026-03-24,2026-03-01,REF10020956,
RPY001459,LN986642,CUST37037,Jackson Deshmukh,7737686196,pandyakritika@example.net,BR420,SBIN0949022,IMPS,40522.47,1858.61,42381.08,SUCCESS,2026-04-01,2026-02-15,REF20479067,Transaction failed at gateway
RPY001460,LN840244,CUST69917,Pratyush Suresh,8562189493,zsandal@example.com,BR661,SBIN0325068,UPI,21650.59,1314.77,22965.36,REVERSED,2026-06-14,2026-05-09,REF59011636,Transaction failed at gateway
RPY001461,LN953470,CUST56025,Ikbal Misra,6277726587,vedant04@example.com,BR328,SBIN0674050,CASH,8300.07,431.39,8731.46,INVALID,2026-03-05,2026-02-06,REF84575829,Auto-debit processed
RPY001462,LN869321,CUST24255,Garima Sawhney,7090459796,fseth@example.net,BR370,SBIN0422571,CHEQUE,29696.55,966.66,30663.21,PENDING,2026-06-11,2026-05-22,REF24862816,Transaction failed at gateway
RPY001463,LN222320,CUST97870,Saumya Ravi,6770461540,gautami16@example.org,BR547,SBIN0974624,NEFT,2708.1,1692.73,4400.83,SUCCESS,2026-04-02,2026-03-15,REF59062935,Payment received successfully
RPY001464,LN217073,CUST76201,Oni Kari,8753948244,adwetasinha@example.org,BR283,SBIN0271390,UPI,25838.38,1599.8,27438.18,REVERSED,2026-01-17,2026-01-05,REF82577645,
RPY001465,LN316470,CUST98709,Aarini Kakar,9082555708,raifitan@example.net,BR836,SBIN0918815,UPI,46512.61,1441.78,47954.39,REVERSED,2026-02-24,2026-02-04,REF20465804,Customer requested reversal
RPY001466,LN738843,CUST39148,Orinder Dave,7861285091,fwalla@example.com,BR202,SBIN0633298,NETBANKING,29684.48,780.26,30464.74,FAILED,2026-02-23,2026-02-20,REF21757323,Manual verification required
RPY001467,LN459204,CUST61437,Aadi Vora,6332793742,niharikadin@example.com,BR792,SBIN0246224,CASH,46747.56,1086.52,47834.08,REVERSED,2026-05-01,2026-04-29,REF46002649,Customer requested reversal
RPY001468,LN696628,CUST73200,Yadavi Shankar,6306014124,vohrapanini@example.com,BR172,SBIN0273071,UPI,36549.44,75.81,36625.25,INVALID,2026-02-13,2026-02-08,REF38367153,Auto-debit processed
RPY001469,LN633514,CUST50310,Wridesh Borah,7159479497,idikatripathi@example.com,BR831,SBIN0145242,NEFT,32113.43,1137.17,33250.6,SUCCESS,2026-06-08,2026-06-01,REF93743813,
RPY001470,LN961833,CUST26874,Eiravati Dube,9610611644,dhruv53@example.org,BR426,SBIN0259106,CASH,35769.72,331.69,36101.41,PENDING,2026-04-07,2026-03-16,REF27136262,
RPY001471,LN108671,CUST61433,Ronith Parsa,9388556143,mgala@example.net,BR322,SBIN0850801,UPI,33707.52,294.19,34001.71,INVALID,2026-02-05,2025-12-29,REF74694243,Auto-debit processed
RPY001472,LN556728,CUST58302,Vidhi Cherian,9487041150,sneha59@example.net,BR115,SBIN0455424,CASH,4098.68,1953.18,6051.86,REVERSED,2026-04-27,2026-03-30,REF16958749,
RPY001473,LN955243,CUST23459,Ladli Halder,6272954631,aarnanarang@example.net,BR412,SBIN0575236,CHEQUE,21305.5,1477.33,22782.83,FAILED,2026-01-31,2026-01-11,REF93737919,Manual verification required
RPY001474,LN170949,CUST36696,Zarna Samra,9796363692,nkhurana@example.org,BR898,SBIN0792358,UPI,16277.07,1038.24,17315.31,PENDING,2026-03-10,2026-02-26,REF53834153,Customer requested reversal
RPY001475,LN619977,CUST71691,Pushti Sem,7016600485,nicholas36@example.net,BR831,SBIN0121430,UPI,25415.98,882.31,26298.29,REVERSED,2026-04-04,2026-03-22,REF56251335,Transaction failed at gateway
RPY001476,LN114590,CUST37934,Krishna Dua,9558006114,simon58@example.org,BR436,SBIN0298026,NETBANKING,27272.2,990.26,28262.46,SUCCESS,2026-04-27,2026-03-25,REF37172238,Auto-debit processed
RPY001477,LN133375,CUST53660,Wishi Iyengar,7705007422,shabrinda@example.net,BR975,SBIN0204011,NEFT,7114.22,574.52,7688.74,SUCCESS,2026-03-10,2026-01-24,REF43426174,Manual verification required
RPY001478,LN478869,CUST44532,Vamakshi Chakraborty,8981589706,balvyanjana@example.com,BR897,SBIN0113025,IMPS,31914.38,856.66,32771.04,INVALID,2026-05-19,2026-04-20,REF22636506,Delayed payment
RPY001479,LN453772,CUST48637,Noah Chana,8790944449,srinivasanpranav@example.net,BR345,SBIN0190511,IMPS,15806.64,744.86,16551.5,SUCCESS,2026-02-08,2026-01-22,REF44144036,Transaction failed at gateway
RPY001480,LN671401,CUST19591,Joshua Patel,6599699275,edhithakari@example.org,BR127,SBIN0455099,CASH,45192.47,919.48,46111.95,INVALID,2026-02-01,2026-01-12,REF29264788,Manual verification required
RPY001481,LN152958,CUST44387,Tanish Shere,8857966413,xgaba@example.org,BR497,SBIN0860565,NEFT,13110.83,1634.69,14745.52,INVALID,2026-03-10,2026-02-22,REF57803473,Payment received successfully
RPY001482,LN568504,CUST65647,Xavier Srinivasan,9706633420,chanderamaira@example.com,BR359,SBIN0548568,NETBANKING,34174.07,1076.97,35251.04,FAILED,2026-04-18,2026-04-14,REF93931092,Delayed payment
RPY001483,LN416987,CUST50288,Yashasvi Narasimhan,8780427142,agastya13@example.net,BR651,SBIN0532988,UPI,2084.87,972.73,3057.6,INVALID,2026-02-11,2026-02-09,REF25410272,Transaction failed at gateway
RPY001484,LN404921,CUST43916,Mitali Nair,6974492841,malhotravritti@example.org,BR835,SBIN0449639,IMPS,42367.88,1517.53,43885.41,REVERSED,2026-05-06,2026-04-04,REF43740818,Transaction failed at gateway
RPY001485,LN743263,CUST30532,Ansh Narayan,6570391631,karawilliam@example.net,BR991,SBIN0211017,NEFT,5793.02,1792.4,7585.42,REVERSED,2026-01-05,2025-12-28,REF82826107,Transaction failed at gateway
RPY001486,LN238399,CUST14082,Dakshesh Acharya,8448675013,yagneshdubey@example.org,BR122,SBIN0834459,UPI,18596.82,812.04,19408.86,PENDING,2026-06-23,2026-06-21,REF81414565,Manual verification required
RPY001487,LN770226,CUST98251,Dalaja Sharaf,9309765072,balvanwali@example.org,BR208,SBIN0565258,UPI,46962.58,1631.64,48594.22,PENDING,2026-06-12,2026-05-23,REF70748944,Customer requested reversal
RPY001488,LN507849,CUST89799,Omisha Chopra,8777739028,ubajaj@example.org,BR533,SBIN0997883,NEFT,44778.2,1554.67,46332.87,FAILED,2026-01-13,2025-12-30,REF31719419,Manual verification required
RPY001489,LN761391,CUST64249,Pushti Nath,9235374817,kashyapcharita@example.com,BR810,SBIN0468970,CHEQUE,13439.18,1867.05,15306.23,PENDING,2026-05-07,2026-03-27,REF29215632,Customer requested reversal
RPY001490,LN533668,CUST45586,Gaurika Bhasin,7741005866,sachi40@example.org,BR384,SBIN0223845,CASH,14013.71,740.65,14754.36,FAILED,2026-04-04,2026-03-14,REF86094929,Customer requested reversal
RPY001491,LN577979,CUST38258,Rushil Nath,8248617364,ideep@example.com,BR449,SBIN0829021,IMPS,30527.07,1050.76,31577.83,REVERSED,2026-01-19,2025-12-18,REF71606998,Transaction failed at gateway
RPY001492,LN752302,CUST87364,Vihaan Dhar,6847890388,damini10@example.com,BR763,SBIN0837177,CHEQUE,39942.22,717.36,40659.58,REVERSED,2026-05-04,2026-04-19,REF39025579,Manual verification required
RPY001493,LN418161,CUST62082,Daksha Batra,8813498268,udyati48@example.com,BR815,SBIN0694144,CHEQUE,46107.71,1663.05,47770.76,INVALID,2026-05-12,2026-03-29,REF68488645,Manual verification required
RPY001494,LN519841,CUST44462,Neelima Krishna,9320777527,agastya63@example.org,BR791,SBIN0994344,UPI,48957.17,280.19,49237.36,PENDING,2026-02-01,2026-01-23,REF16468909,Payment received successfully
RPY001495,LN880459,CUST50370,Zehaan Ganesan,6594692580,kotajairaj@example.org,BR371,SBIN0499588,NEFT,38666.86,1327.04,39993.9,PENDING,2026-01-30,2026-01-10,REF70154564,Delayed payment
RPY001496,LN131231,CUST46378,Eesha Deshmukh,8842372463,gautamgaba@example.org,BR340,SBIN0970273,CHEQUE,47571.69,1606.85,49178.54,PENDING,2026-04-06,2026-03-06,REF54743718,Auto-debit processed
RPY001497,LN629064,CUST29438,Reyansh Sama,6370763289,anika33@example.org,BR991,SBIN0816964,NETBANKING,9785.65,653.97,10439.62,PENDING,2026-01-12,2025-12-25,REF18961809,Customer requested reversal
RPY001498,LN858613,CUST20137,Ethan Sangha,9842003298,parthdara@example.net,BR476,SBIN0791697,CASH,3236.88,1231.89,4468.77,SUCCESS,2026-04-16,2026-03-27,REF99304886,Transaction failed at gateway
RPY001499,LN930859,CUST69302,Ladli Chacko,6881234590,darikaloyal@example.com,BR668,SBIN0874199,CHEQUE,33851.38,445.87,34297.25,FAILED,2026-05-13,2026-05-09,REF52279089,Transaction failed at gateway
RPY001500,LN629707,CUST53550,Bahadurjit Ramachandran,8977915754,wpatla@example.net,BR151,SBIN0310918,NEFT,31885.05,1752.05,33637.1,PENDING,2026-03-27,2026-03-21,REF67348469,
RPY001501,LN346116,CUST82279,Faraj Kade,6353851544,neel35@example.com,BR845,SBIN0743571,CHEQUE,37020.97,992.99,38013.96,PENDING,2026-05-30,2026-05-01,REF36457877,Auto-debit processed
RPY001502,LN280812,CUST46998,Jhalak Agrawal,7764676105,anmolprashad@example.org,BR294,SBIN0333228,IMPS,3307.55,320.28,3627.83,REVERSED,2026-06-21,2026-06-09,REF52689233,Customer requested reversal
RPY001503,LN949353,CUST73397,Wakeeta Manda,9315155578,baghyawativarkey@example.org,BR175,SBIN0395117,NETBANKING,8776.51,1092.83,9869.34,INVALID,2026-05-26,2026-04-22,REF51423099,Delayed payment
RPY001504,LN309911,CUST16571,Upma Mand,9037170813,kalaikshita@example.net,BR145,SBIN0430080,CASH,35368.31,641.47,36009.78,REVERSED,2026-03-09,2026-02-02,REF96875526,Transaction failed at gateway
RPY001505,LN723530,CUST86981,Varsha Shere,9848786916,ekbal18@example.org,BR267,SBIN0204747,UPI,32135.46,1867.82,34003.28,PENDING,2026-02-24,2026-02-06,REF48231298,Transaction failed at gateway
RPY001506,LN583887,CUST61362,Ronith Balasubramanian,7889340185,csinha@example.net,BR778,SBIN0480855,NEFT,45939.33,1816.07,47755.4,REVERSED,2026-05-21,2026-05-13,REF36153434,Customer requested reversal
RPY001507,LN818774,CUST45398,Ridhi Pillay,6454606835,gabazashil@example.org,BR350,SBIN0288402,NEFT,34719.29,1420.03,36139.32,REVERSED,2026-02-25,2026-01-17,REF18601697,Customer requested reversal
RPY001508,LN532422,CUST79861,Oni Bera,8728938724,ekapadnatarajan@example.org,BR525,SBIN0559695,IMPS,13488.22,1250.05,14738.27,FAILED,2026-02-13,2026-01-25,REF76288515,Transaction failed at gateway
